iter	MultiClass
544	0.03275816623
545	0.0327468622
546	0.03274124496
547	0.03273359648
548	0.03271542656
549	0.03270803894
550	0.03269350718
551	0.03267572333
552	0.03266096896
553	0.03265298658
554	0.03264546679
555	0.03264190863
556	0.03263534186
557	0.03262723774
558	0.032617798
559	0.03258766668
560	0.0325757331
561	0.03257017152
562	0.03256326389
563	0.03255107641
564	0.03254572351
565	0.0325416645
566	0.03253153956
567	0.03251198533
568	0.03250178388
569	0.0324838783
570	0.03247842454
571	0.03247074823
572	0.0324528983
573	0.03243728135
574	0.03243232497
575	0.0324145759
576	0.03240092063
577	0.03238138031
578	0.03235794445
579	0.03233834153
580	0.03233338862
581	0.03231186227
582	0.03229835657
583	0.03228487521
584	0.03227021475
585	0.03226740787
586	0.0322623854
587	0.03225656992
588	0.03224573892
589	0.03224006255
590	0.03222849071
591	0.03222297782
592	0.03221905793
593	0.03221606323
594	0.03220388618
595	0.03219202912
596	0.03218643624
597	0.03217610262
598	0.03216603333
599	0.03216455512
600	0.03216304559
601	0.0321556858
602	0.03214765472
603	0.03213445857
604	0.03212646575
605	0.03211643821
606	0.03210365248
607	0.03209239367
608	0.0320903346
609	0.03207954881
610	0.03207047776
611	0.03204740711
612	0.03203668393
613	0.03203054845
614	0.03200107102
615	0.03199012525
616	0.03197974293
617	0.03197213966
618	0.03195867917
619	0.03195264456
620	0.0319449926
621	0.03193496158
622	0.03192254106
623	0.03191685774
624	0.03190672933
625	0.03189821131
626	0.03188423953
627	0.03185490123
628	0.03184387197
629	0.03183549308
630	0.03182118044
631	0.03181105203
632	0.03180456177
633	0.03180130969
634	0.0317925482
635	0.031781192
636	0.03177071925
637	0.03176699414
638	0.03176377336
639	0.03175595793
640	0.03175356495
641	0.03174628863
642	0.03173940187
643	0.03172645615
644	0.03171495734
645	0.03170251595
646	0.03169546572
647	0.03168452689
648	0.03167429414
649	0.03166499701
650	0.03165509468
651	0.03165132087
652	0.03164116464
653	0.03163825341
654	0.0316330953
655	0.03161959655
656	0.0316125011
657	0.03160169792
658	0.03158888785
659	0.03158191761
660	0.03157752121
661	0.03157429695
662	0.03155589052
663	0.0315507811
664	0.03154098311
665	0.03152738349
666	0.0315152447
667	0.03151201349
668	0.03150702581
669	0.03149989557
670	0.0314936314
671	0.03148684898
672	0.0314669365
673	0.03146154187
674	0.03145480467
675	0.03144414758
676	0.03143010971
677	0.03142512898
678	0.03141470145
679	0.03140329307
680	0.03139949492
681	0.03138615269
682	0.03137606949
683	0.03137024705
684	0.03136430982
685	0.0313537849
686	0.03134271391
687	0.03133884272
688	0.03133422024
689	0.03132191797
690	0.03129652391
691	0.03128929281
692	0.03128373818
693	0.03127854876
694	0.03126237183
695	0.03126038232
696	0.03125623635
697	0.0312417498
698	0.03123130835
699	0.03122485984
700	0.03122186166
701	0.03121755222
702	0.03121327756
703	0.03121124979
704	0.03120044313
705	0.03116797796
706	0.03116001645
707	0.03114969674
708	0.0311485559
709	0.03113768316
710	0.03113387805
711	0.03112911993
712	0.03112128362
713	0.03111537075
714	0.03111350645
715	0.03109247052
716	0.03109134012
717	0.03107339976
718	0.03107083635
719	0.03106914944
720	0.03106066272
721	0.0310569863
722	0.0310516995
723	0.03104649269
724	0.03104423536
725	0.03103862508
726	0.03103127572
727	0.03102067776
728	0.03101381882
729	0.03100545732
730	0.03099197596
731	0.03097936414
732	0.03097643553
733	0.03097007745
734	0.03096053337
735	0.03095789692
736	0.03094999106
737	0.03094384166
738	0.03092933077
739	0.03092411352
740	0.03090765486
741	0.03089833338
742	0.03089486565
743	0.03088495289
744	0.03087359321
745	0.0308636074
746	0.03086057444
747	0.03085653978
748	0.03084217496
749	0.03083198742
750	0.0308235494
751	0.03081922604
752	0.03081221407
753	0.03080339345
754	0.03079932747
755	0.03078428442
756	0.03077886196
757	0.03077491425
758	0.03076994395
759	0.03076363804
760	0.03075355485
761	0.03074812544
762	0.03074325253
763	0.03073408062
764	0.0307018137
765	0.0306943113
766	0.03068795322
767	0.0306834003
768	0.03067690309
769	0.0306737971
770	0.0306691781
771	0.03065494893
772	0.03064824651
773	0.03063879286
774	0.0306321774
775	0.03062204899
776	0.03061143363
777	0.03060479382
778	0.03059127072
779	0.03058743083
780	0.03058392137
781	0.03057500683
782	0.03056673228
783	0.03056181764
784	0.03055380395
785	0.03054800586
786	0.03054321642
787	0.03053965131
788	0.03053808266
789	0.03052987419
790	0.03051222599
791	0.03049723511
792	0.03049251872
793	0.03048706148
794	0.03047987212
795	0.03046686727
796	0.03045509369
797	0.030451859
798	0.0304367916
799	0.03042953267
800	0.03041847559
801	0.0304134879
802	0.03040237517
803	0.03039765878
804	0.03038466437
805	0.03037253601
806	0.0303677605
807	0.03036082852
808	0.03035469652
809	0.03035166704
810	0.03034789671
811	0.03034727759
812	0.03033945868
813	0.03033116327
814	0.0303209792
815	0.03030635701
816	0.03029557818
817	0.03028799579
818	0.03027801694
819	0.03027057367
820	0.03026624683
821	0.03026126958
822	0.0302546889
823	0.03024146492
824	0.03023028958
825	0.03022516625
826	0.03022062377
827	0.03021742038
828	0.03021468307
829	0.03020802239
830	0.03020357382
831	0.03019721226
832	0.03019275673
833	0.03018729253
834	0.03018322308
835	0.03017286511
836	0.03016093849
837	0.03015722034
838	0.030150664
839	0.03013636179
840	0.03012888374
841	0.03012808725
842	0.03012320738
843	0.03011811535
844	0.03011325984
845	0.03009912806
846	0.03009412646
847	0.03007687477
848	0.03006880891
849	0.03006703853
850	0.03004389136
851	0.0300352516
852	0.03003416989
853	0.03002496319
854	0.03001098793
855	0.03000694283
856	0.02999474839
857	0.02998767033
858	0.02998602168
859	0.02997912448
860	0.02997270379
861	0.02996661353
862	0.0299542904
863	0.02994830796
864	0.0299466454
865	0.02992568599
866	0.02992394343
867	0.02992076091
868	0.02990637175
869	0.02990248664
870	0.02989379123
871	0.02988537756
872	0.0298792386
873	0.02987572913
874	0.0298675798
875	0.02986339209
876	0.02985103766
877	0.02983671806
878	0.02983073214
879	0.0298226002
880	0.02981634646
881	0.02980840233
882	0.02980576937
883	0.02980060082
884	0.02979282364
885	0.02977729712
886	0.0297716312
887	0.02976470617
888	0.02975200392
889	0.0297500805
890	0.02974129466
891	0.02972918717
892	0.02971754228
893	0.02970783821
894	0.02969911846
895	0.0296902074
896	0.02968582144
897	0.02968190155
898	0.02966397858
899	0.02965247977
900	0.02964927986
901	0.02963968013
902	0.02962978823
903	0.02962351015
904	0.02961776075
905	0.029614853
906	0.02961336783
907	0.0296082271
908	0.02960343767
909	0.02959937518
910	0.02959000501
911	0.02958810245
912	0.02958318433
913	0.02957931661
914	0.02956650654
915	0.02955747723
916	0.02954275068
917	0.02953589523
918	0.0295324275
919	0.02952486597
920	0.02951697402
921	0.0295112107
922	0.029508456
923	0.02950590303
924	0.02949878323
925	0.02949396249
926	0.02948522535
927	0.02947857162
928	0.02947687776
929	0.02947359437
930	0.02946111472
931	0.02945168194
932	0.02944460736
933	0.02943991532
934	0.02943662846
935	0.02943011038
936	0.02941219784
937	0.02940921358
938	0.02939848344
939	0.02939344706
940	0.02938689073
941	0.02938125958
942	0.02936881471
943	0.02935790719
944	0.02934892658
945	0.02933968162
946	0.02932705241
947	0.02931147024
948	0.02930099749
949	0.02929918885
950	0.02929295598
951	0.02928701876
952	0.02928361363
953	0.02927645558
954	0.02926948534
955	0.02925980909
956	0.02925279363
957	0.02924767725
958	0.02924567383
959	0.0292405505
960	0.02923118033
961	0.02922770217
962	0.02921093394
963	0.02920640885
964	0.02919277098
965	0.02918856935
966	0.02918036437
967	0.02917754358
968	0.0291729611
969	0.02917031422
970	0.02916516827
971	0.02916125186
972	0.02915387468
973	0.02914322281
974	0.02913177095
975	0.02912409639
976	0.02911622009
977	0.0291102133
978	0.02910481171
979	0.02909864667
980	0.02909171991
981	0.0290860992
982	0.02908424186
983	0.02907986285
984	0.02907911505
985	0.02907630643
986	0.02907437431
987	0.02906689278
988	0.02906361983
989	0.02905998167
990	0.02904928806
991	0.02904602032
992	0.02902944514
993	0.02902667478
994	0.02901170477
995	0.02900820226
996	0.02900041117
997	0.02899422004
998	0.02898959757
999	0.02898156127
