#START7777
#2345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234
# YYMMDDHHMI STN  WD   WS GST  GST  GST     PA     PS PT    PR    TA    TD    HM    PV     RN     RN     RN     RN     SD     SD     SD WC WP WW                      CA  CA   CH CT        CT  CT  CT    VS   SS    SI ST    TS    TE    TE    TE    TE  ST   WH BF IR IX
#        KST  ID  16  m/s  WD   WS   TM    hPa    hPa  -   hPa     C     C     %   hPa     mm    DAY    JUN    INT    HR3    DAY    TOT -- -- ---------------------- TOT MID  MIN -------- TOP MID LOW                  GD     C     5    10    20    30 SEA    m --  -  -
202405181300 135  27  2.5  -9 -9.0   -9  988.1 1015.8 -9  -9.0  25.6   5.7  28.0   9.2   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       -9  -9   -9 -         -9  -9  -9  4403  1.0  3.58 -9  43.0 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202405181300 136  23  1.8  -9 -9.0   -9 1000.7 1016.8 -9  -9.0  25.4  11.5  42.0  13.6   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       -9  -9   -9 -         -9  -9  -9  5000  1.0  3.58 -9  45.9 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202405181300 137  27  2.0  -9 -9.0   -9 1004.3 1015.2 -9  -9.0  27.3   6.6  27.0   9.7   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       -9  -9   -9 -         -9  -9  -9  4602  1.0  3.48 -9  38.4 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202405181300 138  23  3.8  -9 -9.0   -9 1014.6 1015.0 -9  -9.0  27.9   3.5  21.0   7.8   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       -9  -9   -9 -         -9  -9  -9  4975  1.0  3.61 -9  40.2  26.3  23.3  19.7  18.9  -9 -9.0 -9  3 -9
202405181300 140  29  3.2  -9 -9.0   -9 1014.5 1017.7 -9  -9.0  24.5  15.1  56.0  17.2   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       -9  -9   -9 -         -9  -9  -9   806  1.0 -9.00 -9  37.6 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202405181300 143  25  2.3  -9 -9.0   -9 1009.8 1016.0 -9  -9.0  26.9   3.3  22.0   7.7   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       -9  -9   -9 -         -9  -9  -9  4852  1.0  3.58 -9  47.1 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202405181300 152  16  1.6  -9 -9.0   -9 1006.0 1015.2 -9  -9.0  27.1  10.7  36.0  12.9   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       -9  -9   -9 -         -9  -9  -9  4585  1.0  3.55 -9  38.0 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202405181300 155  11  3.5  -9 -9.0   -9 1013.1 1017.1 -9  -9.0  26.0  11.3  40.0  13.4   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       -9  -9   -9 -         -9  -9  -9  4998  1.0  3.47 -9  40.2 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202405181300 159  18  5.8  -9 -9.0   -9 1008.8 1016.8 -9  -9.0  22.9  16.4  67.0  18.6   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       -9  -9   -9 -         -9  -9  -9  4259  1.0  3.68 -9  45.1  24.8  21.8  18.5  18.0  -9 -9.0 -9  3 -9
202405181300 162  20  2.5  -9 -9.0   -9 1014.3 1017.9 -9  -9.0  23.0  15.8  64.0  17.9   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       -9  -9   -9 -         -9  -9  -9  3888  1.0  3.63 -9  41.1 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202405181300 165  20  4.0  -9 -9.0   -9 1012.1 1017.2 -9  -9.0  24.3  13.8  52.0  15.8   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       -9  -9   -9 -         -9  -9  -9  5000  1.0  3.58 -9  34.3  23.8  19.9  19.3  18.4  -9 -9.0 -9  3 -9
202405181300 168  25  4.5  -9 -9.0   -9 1010.4 1018.0 -9  -9.0  22.8  14.3  59.0  16.3   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       -9  -9   -9 -         -9  -9  -9  4385  1.0  3.66 -9  41.6  28.4  21.8  18.6  18.4  -9 -9.0 -9  3 -9
202405181300 169  16  7.7  18 11.0 1204 1007.9 1016.5 -9  -9.0  23.1  15.6  63.0  17.7   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       -9  -9   -9 -         -9  -9  -9  4309  1.0  3.58 -9  36.8 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202405181300 170  11  5.1  -9 -9.0   -9 1013.6 1017.7 -9  -9.0  26.0  16.5  56.0  18.8   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       -9  -9   -9 -         -9  -9  -9  3998  1.0  3.63 -9  42.3 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202405181300 174  14  2.6  -9 -9.0   -9  997.3 1016.0 -9  -9.0  24.5  11.4  44.0  13.5   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       -9  -9   -9 -         -9  -9  -9  5000  1.0 -9.00 -9  42.6 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202405181300 181  18  3.1  -9 -9.0   -9 1013.0 1016.7 -9  -9.0  23.9  11.8  47.0  13.8   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       -9  -9   -9 -         -9  -9  -9   329  1.0  3.55 -9  40.4 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202405181300 184   5  2.9  -9 -9.0   -9 1014.2 1016.6 -9  -9.0  23.1  12.1  50.0  14.1   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       -9  -9   -9 -         -9  -9  -9  5000  1.0  3.83 -9  43.3  24.8  23.3  21.8  20.3  -9 -9.0 -9  3 -9
202405181300 185  14  6.1  -9 -9.0   -9 1008.4 1016.6 -9  -9.0  24.0  14.6  56.0  16.6   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       -9  -9   -9 -         -9  -9  -9  4823  1.0  3.76 -9  42.5 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202405181300 188  16  3.7  -9 -9.0   -9 1015.6 1018.0 -9  -9.0  22.2  16.6  71.0  18.9   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       -9  -9   -9 -         -9  -9  -9  4462  1.0 -9.00 -9  42.1 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202405181300 189  18  1.5  -9 -9.0   -9 1011.8 1017.8 -9  -9.0  22.5  16.5  69.0  18.8   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       -9  -9   -9 -         -9  -9  -9  5000  1.0  3.81 -9  42.4 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202405181300 192  18  1.7  -9 -9.0   -9 1013.8 1017.2 -9  -9.0  26.1  15.1  51.0  17.2   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       -9  -9   -9 -         -9  -9  -9  5000  1.0  3.54 -9  49.8 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202405181300 201  25  4.1  -9 -9.0   -9 1012.3 1017.8 -9  -9.0  22.5  15.3  64.0  17.4   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       -9  -9   -9 -         -9  -9  -9  5000  0.8 -9.00 -9  30.4 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202405181300 202  23  1.9  -9 -9.0   -9 1011.4 1016.8 -9  -9.0  23.7  13.8  54.0  15.8   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       -9  -9   -9 -         -9  -9  -9  4973  1.0 -9.00 -9  41.6 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202405181300 203  27  1.2  -9 -9.0   -9 1008.0 1017.2 -9  -9.0  25.0  15.3  55.0  17.4   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       -9  -9   -9 -         -9  -9  -9  4971  0.9 -9.00 -9  30.7 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202405181300 211  18  3.5  -9 -9.0   -9  992.3 1015.3 -9  -9.0  24.5  12.7  48.0  14.7   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       -9  -9   -9 -         -9  -9  -9  5000  1.0 -9.00 -9  37.2 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202405181300 212  29  2.8  -9 -9.0   -9 1000.2 1016.2 -9  -9.0  25.1  11.9  44.0  13.9   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       -9  -9   -9 -         -9  -9  -9  5000  1.0 -9.00 -9  39.7 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202405181300 216  20  3.5  -9 -9.0   -9  934.4 1012.0 -9  -9.0  26.6   1.0  19.0   6.6   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       -9  -9   -9 -         -9  -9  -9  4474  1.0  3.64 -9  32.4 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202405181300 217  20  2.4  -9 -9.0   -9  979.5 1014.3 -9  -9.0  27.1  11.9  39.0  13.9   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       -9  -9   -9 -         -9  -9  -9  4542  1.0 -9.00 -9  36.8  22.7  17.4  17.7  17.1  -9 -9.0 -9  3 -9
202405181300 221  25  2.0  -9 -9.0   -9  985.6 1015.4 -9  -9.0  24.2  13.7  52.0  15.7   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       -9  -9   -9 -         -9  -9  -9  5000  1.0 -9.00 -9  40.4 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202405181300 226  23  1.8  -9 -9.0   -9  996.8 1016.3 -9  -9.0  25.1   7.2  32.0  10.2   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       -9  -9   -9 -         -9  -9  -9  5000  1.0 -9.00 -9  39.5 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202405181300 232   5  1.2  -9 -9.0   -9 1007.2 1016.9 -9  -9.0  24.6  12.2  46.0  14.2   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       -9  -9   -9 -         -9  -9  -9  1971  1.0 -9.00 -9  34.1 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202405181300 235  20  4.5  -9 -9.0   -9 1015.6 1016.8 -9  -9.0  23.3  15.0  60.0  17.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       -9  -9   -9 -         -9  -9  -9  5000  1.0  3.51 -9  31.4 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202405181300 236  23  1.5  -9 -9.0   -9 1015.3 1016.8 -9  -9.0  25.9  13.3  46.0  15.3   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       -9  -9   -9 -         -9  -9  -9  5000  1.0 -9.00 -9  41.3 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202405181300 238  25  1.7  -9 -9.0   -9  996.1 1015.6 -9  -9.0  26.7   8.6  32.0  11.2   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       -9  -9   -9 -         -9  -9  -9  5000  1.0 -9.00 -9  49.8 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202405181300 239  20  1.9  -9 -9.0   -9 1005.9 1016.1 -9  -9.0  25.1  11.2  42.0  13.3   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       -9  -9   -9 -         -9  -9  -9  2186  1.0  3.50 -9  48.1 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202405181300 243  27  3.0  -9 -9.0   -9 1015.5 1016.9 -9  -9.0  25.9  14.0  48.0  16.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       -9  -9   -9 -         -9  -9  -9  5000  1.0 -9.00 -9  45.1 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202405181300 244  23  1.2  -9 -9.0   -9  987.8 1015.6 -9  -9.0  26.3   6.8  29.0   9.9   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       -9  -9   -9 -         -9  -9  -9  5000  1.0 -9.00 -9  31.2 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202405181300 245  25  2.6  -9 -9.0   -9 1008.5 1016.3 -9  -9.0  27.7   8.5  30.0  11.1   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       -9  -9   -9 -         -9  -9  -9  4831  1.0  3.56 -9  41.6 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202405181300 247  27  1.7  -9 -9.0   -9 1001.4 1016.6 -9  -9.0  26.3   7.8  31.0  10.6   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       -9  -9   -9 -         -9  -9  -9  2581  1.0 -9.00 -9  35.1 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202405181300 248  18  2.1  -9 -9.0   -9  970.1 1015.5 -9  -9.0  25.8  -1.1  17.0   5.6   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       -9  -9   -9 -         -9  -9  -9  5000  0.0 -9.00 -9  29.5 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202405181300 251  16  2.5  -9 -9.0   -9 1009.5 1016.2 -9  -9.0  26.7  11.5  39.0  13.6   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       -9  -9   -9 -         -9  -9  -9  5000  1.0  3.58 -9  33.7  25.6  18.5  18.7  18.1  -9 -9.0 -9  3 -9
202405181300 252  16  1.9  -9 -9.0   -9 1012.6 1016.8 -9  -9.0  26.5  12.8  43.0  14.8   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       -9  -9   -9 -         -9  -9  -9  4999  1.0  3.67 -9  40.8  29.7  25.2  21.6  18.8  -9 -9.0 -9  3 -9
202405181300 253  18  3.3  -9 -9.0   -9 1011.2 1017.4 -9  -9.0  27.1  10.7  36.0  12.9   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       -9  -9   -9 -         -9  -9  -9  3632  1.0  3.54 -9  46.4  22.2  20.1  19.0  18.6  -9 -9.0 -9  3 -9
202405181300 254  16  2.7  -9 -9.0   -9 1001.3 1015.9 -9  -9.0  26.9   6.3  27.0   9.5   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       -9  -9   -9 -         -9  -9  -9  5000  1.0  3.68 -9  42.0  23.0  20.0  17.7  17.4  -9 -9.0 -9  3 -9
202405181300 255  20  2.3  -9 -9.0   -9 1011.0 1016.8 -9  -9.0  27.5  15.5  48.0  17.6   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       -9  -9   -9 -         -9  -9  -9  5000  1.0  3.51 -9  37.9  26.7  24.5  22.7  20.2  -9 -9.0 -9  3 -9
202405181300 257  23  4.0  -9 -9.0   -9 1015.5 1016.2 -9  -9.0  26.6  12.2  41.0  14.2   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       -9  -9   -9 -         -9  -9  -9  3981  1.0  3.47 -9  42.0  26.2  24.3  18.6  17.9  -9 -9.0 -9  3 -9
202405181300 258  16  3.8  -9 -9.0   -9 1018.1 1018.3 -9  -9.0  23.7  15.7  61.0  17.8   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       -9  -9   -9 -         -9  -9  -9  4975  1.0  3.70 -9  37.2  27.8  22.4  19.7  19.0  -9 -9.0 -9  3 -9
202405181300 259  20  2.8  -9 -9.0   -9 1014.9 1016.7 -9  -9.0  24.5  15.9  59.0  18.1   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       -9  -9   -9 -         -9  -9  -9  4031  1.0  3.63 -9  35.7  24.6  21.4  18.5  18.3  -9 -9.0 -9  3 -9
202405181300 262  25  1.4  -9 -9.0   -9 1011.4 1017.4 -9  -9.0  25.6  14.3  50.0  16.3   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       -9  -9   -9 -         -9  -9  -9  4840  1.0  3.62 -9  41.3 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202405181300 263  23  3.0  -9 -9.0   -9 1014.9 1016.5 -9  -9.0  27.9   7.1  27.0  10.1   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       -9  -9   -9 -         -9  -9  -9  4032  1.0  3.67 -9  30.1  20.8  17.3  16.6  16.9  -9 -9.0 -9  3 -9
202405181300 264  16  1.7  -9 -9.0   -9  998.3 1015.4 -9  -9.0  27.8  -1.2  15.0   5.6   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       -9  -9   -9 -         -9  -9  -9  4856  1.0  3.71 -9  39.3  26.9  25.3  19.9  18.5  -9 -9.0 -9  3 -9
202405181300 266  18  2.3  -9 -9.0   -9 1007.6 1017.7 -9  -9.0  25.5  13.3  47.0  15.3   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       -9  -9   -9 -         -9  -9  -9  5000  1.0  3.60 -9  44.8  29.1  26.6  21.4  19.6  -9 -9.0 -9  3 -9
202405181300 268  16  2.4  -9 -9.0   -9 1015.9 1017.0 -9  -9.0  23.8  13.9  54.0  15.9   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       -9  -9   -9 -         -9  -9  -9  4222  1.0 -9.00 -9  34.1 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202405181300 271  23  3.1  -9 -9.0   -9  978.3 1014.9 -9  -9.0  24.8  10.2  40.0  12.4   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       -9  -9   -9 -         -9  -9  -9  4478  1.0 -9.00 -9  35.6 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202405181300 272  29  2.4  -9 -9.0   -9  991.4 1015.3 -9  -9.0  26.0   6.0  28.0   9.3   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       -9  -9   -9 -         -9  -9  -9  4897  1.0 -9.00 -9  46.2 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202405181300 273  32  1.8  -9 -9.0   -9  995.4 1014.9 -9  -9.0  26.9   9.7  34.0  12.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       -9  -9   -9 -         -9  -9  -9  5000  1.0 -9.00 -9  49.0 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202405181300 276  32  2.7  -9 -9.0   -9  991.7 1015.3 -9  -9.0  26.1   7.6  31.0  10.4   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       -9  -9   -9 -         -9  -9  -9  4915  1.0  3.67 -9  48.3  24.0  20.4  18.2  17.3  -9 -9.0 -9  3 -9
